captured_at,deck_id,card_entries,total_copies,updated_at
2026-08-13T08:15:14.997410+00:00,40d8832cba,0,0,2026-08-04T18:06:31.086+00:00
2026-08-13T08:15:14.997410+00:00,40eb41636c,0,0,2026-08-08T16:42:17.84+00:00
2026-08-13T08:15:14.997410+00:00,4120caf0ca,0,0,2026-08-12T19:56:28.668+00:00
2026-08-13T08:15:14.997410+00:00,4131b53f34,0,0,2026-08-11T06:50:14.147+00:00
2026-08-13T08:15:14.997410+00:00,4263c39984,0,0,2026-08-12T05:39:05.654+00:00
2026-08-13T08:15:14.997410+00:00,42869c715e,0,0,2026-08-03T23:35:03.678+00:00
2026-08-13T08:15:14.997410+00:00,4315574b7b,0,0,2026-08-06T06:46:11.628+00:00
2026-08-13T08:15:14.997410+00:00,4320ee3fd8,0,0,2026-08-10T03:11:41.124+00:00
2026-08-13T08:15:14.997410+00:00,43731490b5,0,0,2026-08-07T02:40:32.437+00:00
2026-08-13T08:15:14.997410+00:00,43cfde1b03,0,0,2026-08-07T02:29:40.83+00:00
2026-08-13T08:15:14.997410+00:00,444f172460,0,0,2026-07-17T23:10:42.944+00:00
2026-08-13T08:15:14.997410+00:00,44e9c80c1b,0,0,2026-08-05T13:54:38.842+00:00
2026-08-13T08:15:14.997410+00:00,450ea693f1,0,0,2026-08-12T21:11:22.307+00:00
2026-08-13T08:15:14.997410+00:00,4523987d94,0,0,2026-08-05T03:53:10.891+00:00
2026-08-13T08:15:14.997410+00:00,454fef4ce0,0,0,2026-08-07T15:05:02.674+00:00
2026-08-13T08:15:14.997410+00:00,456946ebed,0,0,2026-08-07T04:11:32.987+00:00
2026-08-13T08:15:14.997410+00:00,45d6a93442,0,0,2026-08-07T06:33:51.494+00:00
2026-08-13T08:15:14.997410+00:00,467b29e89f,0,0,2026-08-05T19:51:48.379+00:00
2026-08-13T08:15:14.997410+00:00,4681919340,0,0,2026-08-11T16:44:07.789+00:00
2026-08-13T08:15:14.997410+00:00,46a3cd5272,0,0,2026-08-11T02:02:12.866+00:00
